,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOME,TIPO DE BENEFICIO,ATUALMENTE NO SISTEMA,CICLO DE VALIDAÇÃO,VALIDADO PGE,VALIDADO PRESIDENCIA,SIMULAVEL,TIPO,APOS_ESPECIAL,TIPO_REMUN,PARIDADE,TabelaPontuacao,Requisitos da IN Nº 5/2020,Relatório p/ Reserva Remunerada por Idade ex-officio,ADICIONAL_INATIVIDADE,DATA_ADM_ATE,DATA_ADM_APOS,DATA_DIREITO_ATE,DATA_DIREITO_APOS,FUNDAMENTACAO_PROPORCIONAL,VISIVEL DTC PROPORCIONAL,FUNDAMENTACAO_INTEGRAL,VISIVEL DTC INTEGRAL,SEXO,INTEGRAL,TIPO_CALCULO,FUNDAMENTACAO,status_regra,motivo_inativacao,status_auditoria,auditado_por,auditado_em,atos_validacao,dispositivos,precedentes,disposicao_de_achados
"Voluntária · Magistério · ingresso até 14/06/2021, pedido a partir de 14/09/2021 · Feminino · integral · média",APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,3º,FALSE,FALSE,S,CIVIL,S,,N,N,N,N,N,14/06/2021 00:00,01/01/1950 00:00,31/12/2099 00:00,14/09/2021 00:00,,N,"Aposentadoria especial de professor, com proventos integrais (cálculo por média) e sem paridade, com base no artigo 6º, §§ 1° e 2°, inciso II, e § 3º, II, da Emenda Constitucional Estadual nº 146/2021, e artigo 40, §5°, da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019.",N,FEMININO,S,Valor Médio,"Art. 6º, §2º, II da EC 146/2021 (cálculo pela média das 80% maiores remunerações e sem paridade remuneratória)",ativa,,importada,,,[],"[""/dispositivos/cf88/art-40-par-5/ec-103-2019.md"", ""/dispositivos/ece-146-2021/art-6-par-1/original.md"", ""/dispositivos/ece-146-2021/art-6-par-2-inc-ii/original.md"", ""/dispositivos/ece-146-2021/art-6-par-3-inc-ii/original.md""]",[],[]
"Voluntária · ingresso até 31/12/2003, pedido a partir de 14/09/2021 · pontuação · Masculino · integral · paridade",APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,3º,FALSE,FALSE,S,CIVIL,N,,S,S,N,N,N,31/12/2003 00:00,01/01/1950 00:00,31/12/2099 00:00,14/09/2021 00:00,,N,"Aposentadoria voluntária por idade e tempo de contribuição, com proventos integrais (cálculo por integralidade) e com paridade, com base no artigo 5º, § 6º, I, e § 7°, I, da EC nº 146/2021, e artigo 40, § 1°, inciso III, segunda parte, da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019 - REGRA TRANSITÓRIA - EMENDA ESTADUAL",N,MASCULINO,S,Remuneração de Contribuição,,ativa,,importada,,,[],"[""/dispositivos/cf88/art-40-par-1-inc-iii/ec-103-2019.md"", ""/dispositivos/ece-146-2021/art-5-par-6-inc-i/original.md"", ""/dispositivos/ece-146-2021/art-5-par-7-inc-i/original.md""]",[],[]
"Voluntária · ingresso até 31/12/2003, pedido a partir de 14/09/2021 · pontuação · Feminino · integral · paridade",APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,3º,FALSE,FALSE,S,CIVIL,N,,S,S,N,N,N,31/12/2003 00:00,01/01/1950 00:00,31/12/2099 00:00,14/09/2021 00:00,,N,"Aposentadoria voluntária por idade e tempo de contribuição, com proventos integrais (cálculo por integralidade) e com paridade, com base no artigo 5º, § 6º, I, e § 7°, I, da EC nº 146/2021, e artigo 40, § 1°, inciso III, segunda parte, da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019 - REGRA TRANSITÓRIA - EMENDA ESTADUAL",N,FEMININO,S,Remuneração de Contribuição,,ativa,,importada,,,[],"[""/dispositivos/cf88/art-40-par-1-inc-iii/ec-103-2019.md"", ""/dispositivos/ece-146-2021/art-5-par-6-inc-i/original.md"", ""/dispositivos/ece-146-2021/art-5-par-7-inc-i/original.md""]",[],[]
"Voluntária · Magistério · ingresso até 31/12/2003, pedido a partir de 14/09/2021 · pontuação · Masculino · integral · paridade",APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,3º,FALSE,FALSE,S,CIVIL,S,,S,S,N,N,N,31/12/2003 00:00,01/01/1950 00:00,31/12/2099 00:00,14/09/2021 00:00,,N,"Aposentadoria especial de professor, com proventos integrais (cálculo por integralidade) e com paridade, com base no artigo 5º, §§ 4° e 6°, inciso I, e § 7º, I, da Emenda Constitucional Estadual nº 146/2021, e artigo 40, §5°, da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019.",N,MASCULINO,S,Remuneração de Contribuição,,ativa,,importada,,,[],"[""/dispositivos/cf88/art-40-par-5/ec-103-2019.md"", ""/dispositivos/ece-146-2021/art-5-par-4/original.md"", ""/dispositivos/ece-146-2021/art-5-par-6-inc-i/original.md"", ""/dispositivos/ece-146-2021/art-5-par-7-inc-i/original.md""]",[],[]
"Voluntária · Magistério · ingresso até 31/12/2003, pedido a partir de 14/09/2021 · pontuação · Feminino · integral · paridade",APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,3º,FALSE,FALSE,S,CIVIL,S,,S,S,N,N,N,31/12/2003 00:00,01/01/1950 00:00,31/12/2099 00:00,14/09/2021 00:00,,N,"Aposentadoria especial de professor, com proventos integrais (cálculo por integralidade) e com paridade, com base no artigo 5º, §§ 4° e 6°, inciso I, e § 7º, I, da Emenda Constitucional Estadual nº 146/2021, e artigo 40, §5°, da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019.",N,FEMININO,S,Remuneração de Contribuição,,ativa,,importada,,,[],"[""/dispositivos/cf88/art-40-par-5/ec-103-2019.md"", ""/dispositivos/ece-146-2021/art-5-par-4/original.md"", ""/dispositivos/ece-146-2021/art-5-par-6-inc-i/original.md"", ""/dispositivos/ece-146-2021/art-5-par-7-inc-i/original.md""]",[],[]
Voluntária · pedido a partir de 14/09/2021 · pontuação · Masculino · integral · média,APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,3º,FALSE,FALSE,S,CIVIL,N,,N,S,N,N,N,31/12/2099 00:00,01/01/1950 00:00,31/12/2099 00:00,14/09/2021 00:00,,N,"Aposentadoria voluntária por idade e tempo de contribuição, com proventos integrais (cálculo por média) e sem paridade, com base no artigo 5º, § 6º, II, e § 7°, II, da EC nº 146/2021, e artigo 40, § 1°, inciso III, segunda parte, da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019 - REGRA TRANSITÓRIA - EMENDA ESTADUAL",N,MASCULINO,S,Valor Médio,,ativa,,importada,,,[],"[""/dispositivos/cf88/art-40-par-1-inc-iii/ec-103-2019.md"", ""/dispositivos/ece-146-2021/art-5-par-6-inc-ii/original.md"", ""/dispositivos/ece-146-2021/art-5-par-7-inc-ii/original.md""]",[],[]
Voluntária · pedido a partir de 14/09/2021 · pontuação · Feminino · integral · média,APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,3º,FALSE,FALSE,S,CIVIL,N,,N,S,N,N,N,31/12/2099 00:00,01/01/1950 00:00,31/12/2099 00:00,14/09/2021 00:00,,N,"Aposentadoria voluntária por idade e tempo de contribuição, com proventos integrais (cálculo por média) e sem paridade, com base no artigo 5º, § 6º, II, e § 7°, II, da EC nº 146/2021, e artigo 40, § 1°, inciso III, segunda parte, da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019 - REGRA TRANSITÓRIA - EMENDA ESTADUAL",N,FEMININO,S,Valor Médio,,ativa,,importada,,,[],"[""/dispositivos/cf88/art-40-par-1-inc-iii/ec-103-2019.md"", ""/dispositivos/ece-146-2021/art-5-par-6-inc-ii/original.md"", ""/dispositivos/ece-146-2021/art-5-par-7-inc-ii/original.md""]",[],[]
"Voluntária · Magistério · ingresso após 01/01/2004 e até 09/09/2021, pedido a partir de 14/09/2021 · pontuação · Masculino · proporcional · média",APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,3º,FALSE,FALSE,S,CIVIL,S,,N,S,N,N,N,09/09/2021 00:00,01/01/2004 00:00,31/12/2099 00:00,14/09/2021 00:00,,N,"Aposentadoria especial de professor, com proventos integrais (cálculo por média) e sem paridade, com base no artigo 5º, §§ 4° e 6°, inciso II, e § 7º, II, da Emenda Constitucional Estadual nº 146/2021, e artigo 40, §5°, da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019.",N,MASCULINO,N,Valor Médio,"Art.5º, §4º e § 6º, II, da EC 146/2021 (cálculo pela média das 80% maiores remunerações e sem paridade remuneratória)",ativa,,importada,,,[],"[""/dispositivos/cf88/art-40-par-5/ec-103-2019.md"", ""/dispositivos/ece-146-2021/art-5-par-4/original.md"", ""/dispositivos/ece-146-2021/art-5-par-6-inc-ii/original.md"", ""/dispositivos/ece-146-2021/art-5-par-7-inc-ii/original.md""]",[],[]
"Voluntária · Magistério · ingresso após 01/01/2004 e até 09/09/2021, pedido a partir de 14/09/2021 · pontuação · Feminino · integral · média",APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,3º,FALSE,FALSE,S,CIVIL,S,,N,S,N,N,N,09/09/2021 00:00,01/01/2004 00:00,31/12/2099 00:00,14/09/2021 00:00,,N,"Aposentadoria especial de professor, com proventos integrais (cálculo por média) e sem paridade, com base no artigo 5º, §§ 4° e 6°, inciso II, e § 7º, II, da Emenda Constitucional Estadual nº 146/2021, e artigo 40, §5°, da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019.",N,FEMININO,S,Valor Médio,"Art.5º, §4º e § 6º, II, da EC 146/2021 (cálculo pela média das 80% maiores remunerações e sem paridade remuneratória)",ativa,,importada,,,[],"[""/dispositivos/cf88/art-40-par-5/ec-103-2019.md"", ""/dispositivos/ece-146-2021/art-5-par-4/original.md"", ""/dispositivos/ece-146-2021/art-5-par-6-inc-ii/original.md"", ""/dispositivos/ece-146-2021/art-5-par-7-inc-ii/original.md""]",[],[]
Voluntária · Deficiência moderada · pedido a partir de 18/10/2021 · Feminino · integral · média,APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,3º,FALSE,FALSE,S,CIVIL,S,,N,N,N,N,N,31/12/2099 00:00,01/01/1950 00:00,31/12/2099 00:00,18/10/2021 00:00,,N,"Aposentadoria voluntária de servidor com deficiência, com proventos integrais (cálculo por integralidade) e com paridade, com base no artigo 40, § 4º-A, da Constituição Federal, com redação dada pela Emenda Constitucional nº 103/2019, artigos 25, 27, I; 35, da Lei Complementar nº 1.100/2021 e artigo 40, § 1°, inciso III, segunda parte, da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019",N,FEMININO,S,Valor Médio,,ativa,,importada,,,[],"[""/dispositivos/cf88/art-40-par-1-inc-iii/ec-103-2019.md"", ""/dispositivos/cf88/art-40-par-4a/ec-103-2019.md"", ""/dispositivos/lce-1100-2021/art-25/original.md"", ""/dispositivos/lce-1100-2021/art-27-inc-i/original.md"", ""/dispositivos/lce-1100-2021/art-35/original.md""]",[],"[{""achado"": ""/achados/achado-0020.md"", ""disposicao"": ""corrigida"", ""justificativa"": ""Corrigida pela renomeação do catálogo inteiro. Esta regra recebeu `nome` pelo padrão de facetas em ordem de anamnese — benefício, categoria especial, regime, e sexo quando gravado —, que é a resposta à questão 1 do achado (\""qual padrão adotar\""). A questão 4 dele — se a correção pertencia ao catálogo auditado da RFC 0004 em vez de a uma edição em `regra-*.md` — foi respondida pela coordenação em 2026-07-30: a auditoria está autorizada a alterar `nome`, e o registro está na Decisão 10 de `docs/analysis/decisoes-de-auditoria-2026-07-30.md`. Duas coisas que esta disposição **não** afirma: que o `P2_IGUALDADE_MATERIAL_ATIVA` sobre esta regra tenha sido tocado, se houver — `nome` está fora da chave material, e os sete grupos P2 do catálogo seguem idênticos, asseverados por teste; e que a padronização deva virar gate, que é a questão 2 do achado e segue aberta."", ""decidido_por"": ""franklinbaldo"", ""decidido_em"": ""2026-07-30""}]"
Voluntária · Deficiência moderada · pedido a partir de 18/10/2021 · Masculino · integral · média,APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,3º,FALSE,FALSE,S,CIVIL,S,,N,N,N,N,N,31/12/2099 00:00,01/01/1950 00:00,31/12/2099 00:00,18/10/2021 00:00,,N,"Aposentadoria voluntária de servidor com deficiência, com proventos integrais (cálculo por integralidade) e com paridade, com base no artigo 40, § 4º-A, da Constituição Federal, com redação dada pela Emenda Constitucional nº 103/2019, artigos 25, 27, I; 35, da Lei Complementar nº 1.100/2021 e artigo 40, § 1°, inciso III, segunda parte, da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019",N,MASCULINO,S,Valor Médio,,ativa,,importada,,,[],"[""/dispositivos/cf88/art-40-par-1-inc-iii/ec-103-2019.md"", ""/dispositivos/cf88/art-40-par-4a/ec-103-2019.md"", ""/dispositivos/lce-1100-2021/art-25/original.md"", ""/dispositivos/lce-1100-2021/art-27-inc-i/original.md"", ""/dispositivos/lce-1100-2021/art-35/original.md""]",[],"[{""achado"": ""/achados/achado-0020.md"", ""disposicao"": ""corrigida"", ""justificativa"": ""Corrigida pela renomeação do catálogo inteiro. Esta regra recebeu `nome` pelo padrão de facetas em ordem de anamnese — benefício, categoria especial, regime, e sexo quando gravado —, que é a resposta à questão 1 do achado (\""qual padrão adotar\""). A questão 4 dele — se a correção pertencia ao catálogo auditado da RFC 0004 em vez de a uma edição em `regra-*.md` — foi respondida pela coordenação em 2026-07-30: a auditoria está autorizada a alterar `nome`, e o registro está na Decisão 10 de `docs/analysis/decisoes-de-auditoria-2026-07-30.md`. Duas coisas que esta disposição **não** afirma: que o `P2_IGUALDADE_MATERIAL_ATIVA` sobre esta regra tenha sido tocado, se houver — `nome` está fora da chave material, e os sete grupos P2 do catálogo seguem idênticos, asseverados por teste; e que a padronização deva virar gate, que é a questão 2 do achado e segue aberta."", ""decidido_por"": ""franklinbaldo"", ""decidido_em"": ""2026-07-30""}]"
Voluntária · Deficiência grave · pedido a partir de 18/10/2021 · Feminino · integral · média,APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,3º,FALSE,FALSE,S,CIVIL,S,,N,N,N,N,N,31/12/2099 00:00,01/01/1950 00:00,31/12/2099 00:00,18/10/2021 00:00,,N,"Aposentadoria voluntária de servidor com deficiência, com proventos integrais (cálculo por integralidade) e com paridade, com base no artigo 40, § 4º-A, da Constituição Federal, com redação dada pela Emenda Constitucional nº 103/2019, artigos 25, 27, I; 35, da Lei Complementar nº 1.100/2021 e artigo 40, § 1°, inciso III, segunda parte, da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019",N,FEMININO,S,Valor Médio,"Art. 39, paragrafo unico da Lei Complementar 432/2008",ativa,,importada,,,[],"[""/dispositivos/cf88/art-40-par-1-inc-iii/ec-103-2019.md"", ""/dispositivos/cf88/art-40-par-4a/ec-103-2019.md"", ""/dispositivos/lce-1100-2021/art-25/original.md"", ""/dispositivos/lce-1100-2021/art-27-inc-i/original.md"", ""/dispositivos/lce-1100-2021/art-35/original.md""]",[],"[{""achado"": ""/achados/achado-0020.md"", ""disposicao"": ""corrigida"", ""justificativa"": ""Corrigida pela renomeação do catálogo inteiro. Esta regra recebeu `nome` pelo padrão de facetas em ordem de anamnese — benefício, categoria especial, regime, e sexo quando gravado —, que é a resposta à questão 1 do achado (\""qual padrão adotar\""). A questão 4 dele — se a correção pertencia ao catálogo auditado da RFC 0004 em vez de a uma edição em `regra-*.md` — foi respondida pela coordenação em 2026-07-30: a auditoria está autorizada a alterar `nome`, e o registro está na Decisão 10 de `docs/analysis/decisoes-de-auditoria-2026-07-30.md`. Duas coisas que esta disposição **não** afirma: que o `P2_IGUALDADE_MATERIAL_ATIVA` sobre esta regra tenha sido tocado, se houver — `nome` está fora da chave material, e os sete grupos P2 do catálogo seguem idênticos, asseverados por teste; e que a padronização deva virar gate, que é a questão 2 do achado e segue aberta."", ""decidido_por"": ""franklinbaldo"", ""decidido_em"": ""2026-07-30""}]"
Voluntária · Deficiência grave · pedido a partir de 18/10/2021 · Masculino · integral · média,APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,3º,FALSE,FALSE,S,CIVIL,S,,N,N,N,N,N,31/12/2099 00:00,01/01/1950 00:00,31/12/2099 00:00,18/10/2021 00:00,,N,"Aposentadoria voluntária de servidor com deficiência, com proventos integrais (cálculo por integralidade) e com paridade, com base no artigo 40, § 4º-A, da Constituição Federal, com redação dada pela Emenda Constitucional nº 103/2019, artigos 25, 27, I; 35, da Lei Complementar nº 1.100/2021 e artigo 40, § 1°, inciso III, segunda parte, da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019",N,MASCULINO,S,Valor Médio,"Art. 39, paragrafo unico da Lei Complementar 432/2008",ativa,,importada,,,[],"[""/dispositivos/cf88/art-40-par-1-inc-iii/ec-103-2019.md"", ""/dispositivos/cf88/art-40-par-4a/ec-103-2019.md"", ""/dispositivos/lce-1100-2021/art-25/original.md"", ""/dispositivos/lce-1100-2021/art-27-inc-i/original.md"", ""/dispositivos/lce-1100-2021/art-35/original.md""]",[],"[{""achado"": ""/achados/achado-0020.md"", ""disposicao"": ""corrigida"", ""justificativa"": ""Corrigida pela renomeação do catálogo inteiro. Esta regra recebeu `nome` pelo padrão de facetas em ordem de anamnese — benefício, categoria especial, regime, e sexo quando gravado —, que é a resposta à questão 1 do achado (\""qual padrão adotar\""). A questão 4 dele — se a correção pertencia ao catálogo auditado da RFC 0004 em vez de a uma edição em `regra-*.md` — foi respondida pela coordenação em 2026-07-30: a auditoria está autorizada a alterar `nome`, e o registro está na Decisão 10 de `docs/analysis/decisoes-de-auditoria-2026-07-30.md`. Duas coisas que esta disposição **não** afirma: que o `P2_IGUALDADE_MATERIAL_ATIVA` sobre esta regra tenha sido tocado, se houver — `nome` está fora da chave material, e os sete grupos P2 do catálogo seguem idênticos, asseverados por teste; e que a padronização deva virar gate, que é a questão 2 do achado e segue aberta."", ""decidido_por"": ""franklinbaldo"", ""decidido_em"": ""2026-07-30""}]"
Voluntária · Deficiência leve · pedido a partir de 18/10/2021 · Feminino · integral · média,APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,3º,FALSE,FALSE,S,CIVIL,S,,N,N,N,N,N,31/12/2099 00:00,01/01/1950 00:00,31/12/2099 00:00,18/10/2021 00:00,,N,"Aposentadoria voluntária de servidor com deficiência, com proventos integrais (cálculo por integralidade) e com paridade, com base no artigo 40, § 4º-A, da Constituição Federal, com redação dada pela Emenda Constitucional nº 103/2019, artigos 25, 27, I; 35, da Lei Complementar nº 1.100/2021 e artigo 40, § 1°, inciso III, segunda parte, da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019",N,FEMININO,S,Valor Médio,,ativa,,importada,,,[],"[""/dispositivos/cf88/art-40-par-1-inc-iii/ec-103-2019.md"", ""/dispositivos/cf88/art-40-par-4a/ec-103-2019.md"", ""/dispositivos/lce-1100-2021/art-25/original.md"", ""/dispositivos/lce-1100-2021/art-27-inc-i/original.md"", ""/dispositivos/lce-1100-2021/art-35/original.md""]",[],"[{""achado"": ""/achados/achado-0020.md"", ""disposicao"": ""corrigida"", ""justificativa"": ""Corrigida pela renomeação do catálogo inteiro. Esta regra recebeu `nome` pelo padrão de facetas em ordem de anamnese — benefício, categoria especial, regime, e sexo quando gravado —, que é a resposta à questão 1 do achado (\""qual padrão adotar\""). A questão 4 dele — se a correção pertencia ao catálogo auditado da RFC 0004 em vez de a uma edição em `regra-*.md` — foi respondida pela coordenação em 2026-07-30: a auditoria está autorizada a alterar `nome`, e o registro está na Decisão 10 de `docs/analysis/decisoes-de-auditoria-2026-07-30.md`. Duas coisas que esta disposição **não** afirma: que o `P2_IGUALDADE_MATERIAL_ATIVA` sobre esta regra tenha sido tocado, se houver — `nome` está fora da chave material, e os sete grupos P2 do catálogo seguem idênticos, asseverados por teste; e que a padronização deva virar gate, que é a questão 2 do achado e segue aberta."", ""decidido_por"": ""franklinbaldo"", ""decidido_em"": ""2026-07-30""}]"
Voluntária · Deficiência leve · pedido a partir de 18/10/2021 · Masculino · integral · média,APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,3º,FALSE,FALSE,S,CIVIL,S,,N,N,N,N,N,31/12/2099 00:00,01/01/1950 00:00,31/12/2099 00:00,18/10/2021 00:00,,N,"Aposentadoria voluntária de servidor com deficiência, com proventos integrais (cálculo por integralidade) e com paridade, com base no artigo 40, § 4º-A, da Constituição Federal, com redação dada pela Emenda Constitucional nº 103/2019, artigos 25, 27, I; 35, da Lei Complementar nº 1.100/2021 e artigo 40, § 1°, inciso III, segunda parte, da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019",N,MASCULINO,S,Valor Médio,,ativa,,importada,,,[],"[""/dispositivos/cf88/art-40-par-1-inc-iii/ec-103-2019.md"", ""/dispositivos/cf88/art-40-par-4a/ec-103-2019.md"", ""/dispositivos/lce-1100-2021/art-25/original.md"", ""/dispositivos/lce-1100-2021/art-27-inc-i/original.md"", ""/dispositivos/lce-1100-2021/art-35/original.md""]",[],"[{""achado"": ""/achados/achado-0020.md"", ""disposicao"": ""corrigida"", ""justificativa"": ""Corrigida pela renomeação do catálogo inteiro. Esta regra recebeu `nome` pelo padrão de facetas em ordem de anamnese — benefício, categoria especial, regime, e sexo quando gravado —, que é a resposta à questão 1 do achado (\""qual padrão adotar\""). A questão 4 dele — se a correção pertencia ao catálogo auditado da RFC 0004 em vez de a uma edição em `regra-*.md` — foi respondida pela coordenação em 2026-07-30: a auditoria está autorizada a alterar `nome`, e o registro está na Decisão 10 de `docs/analysis/decisoes-de-auditoria-2026-07-30.md`. Duas coisas que esta disposição **não** afirma: que o `P2_IGUALDADE_MATERIAL_ATIVA` sobre esta regra tenha sido tocado, se houver — `nome` está fora da chave material, e os sete grupos P2 do catálogo seguem idênticos, asseverados por teste; e que a padronização deva virar gate, que é a questão 2 do achado e segue aberta."", ""decidido_por"": ""franklinbaldo"", ""decidido_em"": ""2026-07-30""}]"
Voluntária · Agentes nocivos · pedido a partir de 31/12/2003 · Ambos · integral · paridade · regra-0065,APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,3º,FALSE,FALSE,S,CIVIL,S,,S,N,N,N,N,31/12/2099 00:00,01/01/1950 00:00,31/12/2099 00:00,31/12/2003 00:00,,N,"Aposentadoria voluntária de servidor exposto a agentes nocivos à saúde, com proventos integrais (cálculo por integralidade) e com paridade, com base nos artigos 25, 27, inciso I, e 41, inciso III, da Lei Complementar Estadual 1.100/2021 e artigo 40, § 1º, inciso III, segunda parte, e § 4°-C, da Constituição Federal, com redação dada pela Emenda Constitucional nº 103/2019 - regra permanente",N,AMBOS,S,Valor Médio,,ativa,,importada,,,[],"[""/dispositivos/cf88/art-40-par-1-inc-iii/ec-103-2019.md"", ""/dispositivos/cf88/art-40-par-4c/ec-103-2019.md"", ""/dispositivos/lce-1100-2021/art-25/original.md"", ""/dispositivos/lce-1100-2021/art-27-inc-i/original.md"", ""/dispositivos/lce-1100-2021/art-41-inc-iii/original.md""]",[],[]
Voluntária · Agentes nocivos · pedido a partir de 31/12/2003 · Ambos · integral · paridade · regra-0066,APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,3º,FALSE,FALSE,S,CIVIL,S,,S,N,N,N,N,31/12/2099 00:00,01/01/1950 00:00,31/12/2099 00:00,31/12/2003 00:00,,N,"Aposentadoria voluntária de servidor exposto a agentes nocivos à saúde, com proventos integrais (cálculo por integralidade) e com paridade, com base nos artigos 25, 27, inciso I, e 41, inciso III, da Lei Complementar Estadual 1.100/2021 e artigo 40, § 1º, inciso III, segunda parte, e § 4°-C, da Constituição Federal, com redação dada pela Emenda Constitucional nº 103/2019 - regra permanente",N,AMBOS,S,Valor Médio,,ativa,,importada,,,[],"[""/dispositivos/cf88/art-40-par-1-inc-iii/ec-103-2019.md"", ""/dispositivos/cf88/art-40-par-4c/ec-103-2019.md"", ""/dispositivos/lce-1100-2021/art-25/original.md"", ""/dispositivos/lce-1100-2021/art-27-inc-i/original.md"", ""/dispositivos/lce-1100-2021/art-41-inc-iii/original.md""]",[],[]
Voluntária · Agentes nocivos · pedido a partir de 31/12/2003 · Ambos · integral · paridade · regra-0067,APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,3º,FALSE,FALSE,S,CIVIL,S,,S,N,N,N,N,31/12/2099 00:00,01/01/1950 00:00,31/12/2099 00:00,31/12/2003 00:00,,N,"Aposentadoria voluntária de servidor exposto a agentes nocivos à saúde, com proventos integrais (cálculo por integralidade) e com paridade, com base nos artigos 25, 27, inciso I, e 41, inciso III, da Lei Complementar Estadual 1.100/2021 e artigo 40, § 1º, inciso III, segunda parte, e § 4°-C, da Constituição Federal, com redação dada pela Emenda Constitucional nº 103/2019 - regra permanente",N,AMBOS,S,Valor Efetivo,,ativa,,importada,,,[],"[""/dispositivos/cf88/art-40-par-1-inc-iii/ec-103-2019.md"", ""/dispositivos/cf88/art-40-par-4c/ec-103-2019.md"", ""/dispositivos/lce-1100-2021/art-25/original.md"", ""/dispositivos/lce-1100-2021/art-27-inc-i/original.md"", ""/dispositivos/lce-1100-2021/art-41-inc-iii/original.md""]",[],[]
"Voluntária · Agentes nocivos · ingresso até 14/09/2021, pedido a partir de 14/09/2021 · pontuação · Ambos · integral · média · regra-0068",APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,3º,FALSE,FALSE,S,CIVIL,S,,N,S,N,N,N,14/09/2021 00:00,01/01/1950 00:00,31/12/2099 00:00,14/09/2021 00:00,,N,"Aposentadoria voluntária de servidor exposto a agentes nocivos à saúde, com proventos integrais (cálculo por média) e sem paridade, com base no artigo 8, §§ 1° e 2° da EC nº 146/2021, e artigo 40, § 4°-C, da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019 - REGRA TRANSITÓRIA - EMENDA ESTADUAL",N,AMBOS,S,Valor Médio,,ativa,,importada,,,[],"[""/dispositivos/cf88/art-40-par-4c/ec-103-2019.md"", ""/dispositivos/ece-146-2021/art-8-par-1/original.md"", ""/dispositivos/ece-146-2021/art-8-par-2/original.md""]",[],[]
"Voluntária · Agentes nocivos · ingresso até 14/09/2021, pedido a partir de 14/09/2021 · pontuação · Ambos · integral · média · regra-0069",APOSENTADORIA VOLUNTÁRIA POR TEMPO DE CONTRIBUIÇÃO,TRUE,3º,FALSE,FALSE,S,CIVIL,S,,N,S,N,N,N,14/09/2021 00:00,01/01/1950 00:00,31/12/2099 00:00,14/09/2021 00:00,,N,"Aposentadoria voluntária de servidor exposto a agentes nocivos à saúde, com proventos integrais (cálculo por média) e sem paridade, com base no artigo 8, §§ 1° e 2° da EC nº 146/2021, e artigo 40, § 4°-C, da Constituição Federal, com a redação dada pela Emenda Constitucional nº 103/2019 - REGRA TRANSITÓRIA - EMENDA ESTADUAL",N,AMBOS,S,Valor Médio,,ativa,,importada,,,[],"[""/dispositivos/cf88/art-40-par-4c/ec-103-2019.md"", ""/dispositivos/ece-146-2021/art-8-par-1/original.md"", ""/dispositivos/ece-146-2021/art-8-par-2/original.md""]",[],[]
